id,time,value,aqi,pollution
2,2023:07:01 23:00:00,54.7,148,Slightly unhealthy
3,2023:07:01 23:00:00,24.0,76,Moderate
4,2023:07:01 23:00:00,20.4,68,Moderate
5,2023:07:01 23:00:00,52.4,142,Slightly unhealthy
1,2023:07:01 23:00:00,6.6,28,Good
2,2023:07:01 23:00:00,29.1,86,Moderate
3,2023:07:01 23:00:00,9.2,38,Good
4,2023:07:01 23:00:00,66.8,156,Unhealthy
5,2023:07:01 23:00:00,51.6,140,Slightly unhealthy
1,2023:07:01 23:00:00,54.0,146,Slightly unhealthy
2,2023:07:01 23:00:00,9.2,38,Good
3,2023:07:01 23:00:00,48.8,133,Slightly unhealthy
4,2023:07:01 23:00:00,5.9,25,Good
5,2023:07:01 23:00:00,11.1,46,Good
1,2023:07:01 23:00:00,50.3,137,Slightly unhealthy
2,2023:07:01 23:00:00,38.0,106,Slightly unhealthy
3,2023:07:01 23:00:00,250.7,300,Hazardous
4,2023:07:01 23:00:00,39.2,109,Slightly unhealthy
5,2023:07:01 23:00:00,45.4,125,Slightly unhealthy
1,2023:07:01 23:00:00,35.8,101,Slightly unhealthy
2,2023:07:01 23:00:00,39.6,110,Slightly unhealthy
3,2023:07:01 23:00:00,40.5,112,Slightly unhealthy
4,2023:07:01 23:00:00,35.6,100,Slightly unhealthy
5,2023:07:01 23:00:00,45.2,124,Slightly unhealthy
1,2023:07:01 23:00:00,8.0,33,Good
2,2023:07:01 23:00:00,39.1,109,Slightly unhealthy
3,2023:07:01 23:00:00,46.8,128,Slightly unhealthy
4,2023:07:01 23:00:00,168.0,218,Very unhealthy
5,2023:07:01 23:00:00,42.7,118,Slightly unhealthy
1,2023:07:01 23:00:00,509.7,480,Extremely hazardous
2,2023:07:01 23:00:00,42.5,118,Slightly unhealthy
3,2023:07:01 23:00:00,383.4,416,Extremely hazardous
4,2023:07:01 23:00:00,40.0,111,Slightly unhealthy
5,2023:07:01 23:00:00,47.7,130,Slightly unhealthy
1,2023:07:01 23:00:00,38.3,107,Slightly unhealthy
2,2023:07:01 23:00:00,55.3,150,Slightly unhealthy
3,2023:07:01 23:00:00,39.5,110,Slightly unhealthy
4,2023:07:01 23:00:00,183.6,233,Very unhealthy
5,2023:07:01 23:00:00,44.2,122,Slightly unhealthy
1,2023:07:01 23:00:00,7.1,30,Good
2,2023:07:01 23:00:00,44.4,122,Slightly unhealthy
3,2023:07:01 23:00:00,39.5,110,Slightly unhealthy
4,2023:07:01 23:00:00,53.7,146,Slightly unhealthy
5,2023:07:01 23:00:00,52.8,143,Slightly unhealthy
1,2023:07:01 23:00:00,39.7,110,Slightly unhealthy
2,2023:07:01 23:00:00,51.3,140,Slightly unhealthy
3,2023:07:01 23:00:00,52.6,143,Slightly unhealthy
4,2023:07:01 23:00:00,456.5,453,Extremely hazardous
5,2023:07:01 23:00:00,49.8,136,Slightly unhealthy
1,2023:07:01 23:00:00,47.3,130,Slightly unhealthy
2,2023:07:01 23:00:00,39.5,110,Slightly unhealthy
3,2023:07:01 23:00:00,44.3,122,Slightly unhealthy
4,2023:07:01 23:00:00,44.4,122,Slightly unhealthy
5,2023:07:01 23:00:00,45.7,126,Slightly unhealthy
1,2023:07:01 23:00:00,42.1,116,Slightly unhealthy
2,2023:07:01 23:00:00,36.3,102,Slightly unhealthy
3,2023:07:01 23:00:00,42.7,118,Slightly unhealthy
4,2023:07:01 23:00:00,52.5,142,Slightly unhealthy
5,2023:07:01 23:00:00,153.6,203,Very unhealthy
1,2023:07:01 23:00:00,43.2,119,Slightly unhealthy
2,2023:07:01 23:00:00,115.3,182,Unhealthy
3,2023:07:01 23:00:00,509.5,480,Extremely hazardous
4,2023:07:01 23:00:00,239.5,289,Very unhealthy
5,2023:07:01 23:00:00,45.7,126,Slightly unhealthy
1,2023:07:01 23:00:00,46.2,127,Slightly unhealthy
2,2023:07:01 23:00:00,10.0,42,Good
3,2023:07:01 23:00:00,35.5,100,Slightly unhealthy
4,2023:07:01 23:00:00,8.7,36,Good
5,2023:07:01 23:00:00,39.8,111,Slightly unhealthy
1,2023:07:01 23:00:00,269.4,319,Hazardous
2,2023:07:01 23:00:00,493.4,471,Extremely hazardous
3,2023:07:01 23:00:00,48.8,133,Slightly unhealthy
4,2023:07:01 23:00:00,312.7,362,Hazardous
5,2023:07:01 23:00:00,42.6,118,Slightly unhealthy
1,2023:07:01 23:00:00,42.1,116,Slightly unhealthy
2,2023:07:01 23:00:00,55.5,150,Unhealthy
3,2023:07:01 23:00:00,45.2,124,Slightly unhealthy
4,2023:07:01 23:00:00,24.1,76,Moderate
5,2023:07:01 23:00:00,50.6,138,Slightly unhealthy
1,2023:07:01 23:00:00,45.9,126,Slightly unhealthy
2,2023:07:01 23:00:00,47.6,130,Slightly unhealthy
3,2023:07:01 23:00:00,35.9,101,Slightly unhealthy
4,2023:07:01 23:00:00,35.7,100,Slightly unhealthy
5,2023:07:01 23:00:00,36.3,102,Slightly unhealthy
1,2023:07:01 23:00:00,23.9,75,Moderate
2,2023:07:01 23:00:00,374.4,412,Extremely hazardous
3,2023:07:01 23:00:00,46.9,128,Slightly unhealthy
4,2023:07:01 23:00:00,45.9,126,Slightly unhealthy
5,2023:07:01 23:00:00,468.0,459,Extremely hazardous
1,2023:07:01 23:00:00,36.8,103,Slightly unhealthy
2,2023:07:01 23:00:00,55.3,150,Slightly unhealthy
3,2023:07:01 23:00:00,5.5,23,Good
4,2023:07:01 23:00:00,37.0,104,Slightly unhealthy
5,2023:07:01 23:00:00,333.3,383,Hazardous
1,2023:07:01 23:00:00,53.7,146,Slightly unhealthy
2,2023:07:01 23:00:00,54.1,146,Slightly unhealthy
3,2023:07:01 23:00:00,49.5,135,Slightly unhealthy
4,2023:07:01 23:00:00,40.6,113,Slightly unhealthy
5,2023:07:01 23:00:00,52.7,143,Slightly unhealthy
1,2023:07:01 23:00:00,47.7,130,Slightly unhealthy
2,2023:07:01 23:00:00,357.4,403,Extremely hazardous
3,2023:07:01 23:00:00,53.2,144,Slightly unhealthy
4,2023:07:01 23:00:00,10.2,42,Good
5,2023:07:01 23:00:00,186.6,236,Very unhealthy
1,2023:07:01 23:00:00,38.8,108,Slightly unhealthy
2,2023:07:01 23:00:00,41.3,114,Slightly unhealthy
3,2023:07:01 23:00:00,55.2,149,Slightly unhealthy
4,2023:07:01 23:00:00,54.6,148,Slightly unhealthy
5,2023:07:01 23:00:00,23.0,73,Moderate
1,2023:07:01 23:00:00,44.3,122,Slightly unhealthy
2,2023:07:01 23:00:00,45.5,125,Slightly unhealthy
3,2023:07:01 23:00:00,51.4,140,Slightly unhealthy
4,2023:07:01 23:00:00,415.2,432,Extremely hazardous
5,2023:07:01 23:00:00,43.4,120,Slightly unhealthy
1,2023:07:01 23:00:00,52.1,142,Slightly unhealthy
2,2023:07:01 23:00:00,48.0,131,Slightly unhealthy
3,2023:07:01 23:00:00,42.9,118,Slightly unhealthy
4,2023:07:01 23:00:00,43.5,120,Slightly unhealthy
5,2023:07:01 23:00:00,53.1,144,Slightly unhealthy
1,2023:07:01 23:00:00,52.9,144,Slightly unhealthy
2,2023:07:01 23:00:00,540.2,495,Extremely hazardous
3,2023:07:01 23:00:00,41.8,116,Slightly unhealthy
4,2023:07:01 23:00:00,7.7,32,Good
5,2023:07:01 23:00:00,46.1,126,Slightly unhealthy
1,2023:07:01 23:00:00,37.6,105,Slightly unhealthy
2,2023:07:01 23:00:00,46.6,128,Slightly unhealthy
3,2023:07:01 23:00:00,43.5,120,Slightly unhealthy
4,2023:07:01 23:00:00,450.2,450,Extremely hazardous
5,2023:07:01 23:00:00,45.8,126,Slightly unhealthy
1,2023:07:01 23:00:00,505.1,477,Extremely hazardous
2,2023:07:01 23:00:00,40.7,113,Slightly unhealthy
3,2023:07:01 23:00:00,54.1,146,Slightly unhealthy
4,2023:07:01 23:00:00,408.8,429,Extremely hazardous
5,2023:07:01 23:00:00,53.7,146,Slightly unhealthy
1,2023:07:01 23:00:00,227.9,277,Very unhealthy
2,2023:07:01 23:00:00,38.2,107,Slightly unhealthy
3,2023:07:01 23:00:00,47.8,131,Slightly unhealthy
4,2023:07:01 23:00:00,43.2,119,Slightly unhealthy
5,2023:07:01 23:00:00,51.3,140,Slightly unhealthy
1,2023:07:01 23:00:00,51.4,140,Slightly unhealthy
2,2023:07:01 23:00:00,47.6,130,Slightly unhealthy
3,2023:07:01 23:00:00,49.4,135,Slightly unhealthy
4,2023:07:01 23:00:00,50.0,136,Slightly unhealthy
5,2023:07:01 23:00:00,510.1,480,Extremely hazardous
1,2023:07:01 23:00:00,42.1,116,Slightly unhealthy
2,2023:07:01 23:00:00,55.1,149,Slightly unhealthy
3,2023:07:01 23:00:00,39.8,111,Slightly unhealthy
4,2023:07:01 23:00:00,481.8,466,Extremely hazardous
5,2023:07:01 23:00:00,165.3,215,Very unhealthy
1,2023:07:01 23:00:00,53.2,144,Slightly unhealthy
2,2023:07:01 23:00:00,43.2,119,Slightly unhealthy
3,2023:07:01 23:00:00,43.5,120,Slightly unhealthy
4,2023:07:01 23:00:00,9.7,40,Good
5,2023:07:01 23:00:00,37.3,104,Slightly unhealthy
1,2023:07:01 23:00:00,54.1,146,Slightly unhealthy
2,2023:07:01 23:00:00,54.8,148,Slightly unhealthy
3,2023:07:01 23:00:00,43.9,121,Slightly unhealthy
4,2023:07:01 23:00:00,50.1,136,Slightly unhealthy
5,2023:07:01 23:00:00,48.1,132,Slightly unhealthy
1,2023:07:01 23:00:00,6.7,28,Good
2,2023:07:01 23:00:00,49.5,135,Slightly unhealthy
3,2023:07:01 23:00:00,46.4,127,Slightly unhealthy
4,2023:07:01 23:00:00,41.3,114,Slightly unhealthy
5,2023:07:01 23:00:00,46.3,127,Slightly unhealthy
1,2023:07:01 23:00:00,462.8,456,Extremely hazardous
2,2023:07:01 23:00:00,37.0,104,Slightly unhealthy
3,2023:07:01 23:00:00,79.3,162,Unhealthy
4,2023:07:01 23:00:00,46.8,128,Slightly unhealthy
5,2023:07:01 23:00:00,46.3,127,Slightly unhealthy
1,2023:07:01 23:00:00,167.2,217,Very unhealthy
2,2023:07:01 23:00:00,42.9,118,Slightly unhealthy
3,2023:07:01 23:00:00,195.0,244,Very unhealthy
4,2023:07:01 23:00:00,41.2,114,Slightly unhealthy
5,2023:07:01 23:00:00,41.3,114,Slightly unhealthy
1,2023:07:01 23:00:00,36.5,102,Slightly unhealthy
2,2023:07:01 23:00:00,37.9,106,Slightly unhealthy
3,2023:07:01 23:00:00,42.8,118,Slightly unhealthy
4,2023:07:01 23:00:00,477.6,464,Extremely hazardous
5,2023:07:01 23:00:00,53.1,144,Slightly unhealthy
1,2023:07:02 00:00:00,151.8,201,Very unhealthy
2,2023:07:02 00:00:00,48.4,132,Slightly unhealthy
3,2023:07:02 00:00:00,48.5,132,Slightly unhealthy
4,2023:07:02 00:00:00,39.9,111,Slightly unhealthy
5,2023:07:02 00:00:00,49.6,135,Slightly unhealthy
1,2023:07:02 00:00:00,52.9,144,Slightly unhealthy
2,2023:07:02 00:00:00,432.5,441,Extremely hazardous
3,2023:07:02 00:00:00,224.6,274,Very unhealthy
4,2023:07:02 00:00:00,52.7,143,Slightly unhealthy
5,2023:07:02 00:00:00,229.0,278,Very unhealthy
1,2023:07:02 00:00:00,45.5,125,Slightly unhealthy
2,2023:07:02 00:00:00,49.9,136,Slightly unhealthy
3,2023:07:02 00:00:00,326.2,376,Hazardous
4,2023:07:02 00:00:00,21.0,69,Moderate
5,2023:07:02 00:00:00,490.2,470,Extremely hazardous
1,2023:07:02 00:00:00,382.5,416,Extremely hazardous
2,2023:07:02 00:00:00,50.8,138,Slightly unhealthy
3,2023:07:02 00:00:00,22.0,71,Moderate
4,2023:07:02 00:00:00,42.9,118,Slightly unhealthy
5,2023:07:02 00:00:00,406.7,428,Extremely hazardous
1,2023:07:02 00:00:00,42.9,118,Slightly unhealthy
2,2023:07:02 00:00:00,55.0,149,Slightly unhealthy
3,2023:07:02 00:00:00,48.3,132,Slightly unhealthy
4,2023:07:02 00:00:00,51.6,140,Slightly unhealthy
5,2023:07:02 00:00:00,54.1,146,Slightly unhealthy
1,2023:07:02 00:00:00,474.2,462,Extremely hazardous
2,2023:07:02 00:00:00,40.7,113,Slightly unhealthy
3,2023:07:02 00:00:00,42.4,117,Slightly unhealthy
4,2023:07:02 00:00:00,7.7,32,Good
5,2023:07:02 00:00:00,45.4,125,Slightly unhealthy
1,2023:07:02 00:00:00,53.0,144,Slightly unhealthy
2,2023:07:02 00:00:00,36.6,103,Slightly unhealthy
3,2023:07:02 00:00:00,17.3,61,Moderate
4,2023:07:02 00:00:00,36.5,102,Slightly unhealthy
5,2023:07:02 00:00:00,50.4,137,Slightly unhealthy
1,2023:07:02 00:00:00,36.6,103,Slightly unhealthy
2,2023:07:02 00:00:00,297.9,347,Hazardous
3,2023:07:02 00:00:00,435.5,442,Extremely hazardous
4,2023:07:02 00:00:00,45.0,124,Slightly unhealthy
5,2023:07:02 00:00:00,233.8,283,Very unhealthy
1,2023:07:02 00:00:00,35.8,101,Slightly unhealthy
2,2023:07:02 00:00:00,52.2,142,Slightly unhealthy
3,2023:07:02 00:00:00,26.7,81,Moderate
4,2023:07:02 00:00:00,49.6,135,Slightly unhealthy
5,2023:07:02 00:00:00,36.9,104,Slightly unhealthy
1,2023:07:02 00:00:00,39.9,111,Slightly unhealthy
2,2023:07:02 00:00:00,53.8,146,Slightly unhealthy
3,2023:07:02 00:00:00,211.9,261,Very unhealthy
4,2023:07:02 00:00:00,39.2,109,Slightly unhealthy
5,2023:07:02 00:00:00,53.9,146,Slightly unhealthy
1,2023:07:02 00:00:00,10.8,45,Good
2,2023:07:02 00:00:00,54.5,148,Slightly unhealthy
3,2023:07:02 00:00:00,269.4,319,Hazardous
4,2023:07:02 00:00:00,37.2,104,Slightly unhealthy
5,2023:07:02 00:00:00,319.7,369,Hazardous
1,2023:07:02 00:00:00,499.7,475,Extremely hazardous
2,2023:07:02 00:00:00,46.4,127,Slightly unhealthy
3,2023:07:02 00:00:00,461.4,455,Extremely hazardous
4,2023:07:02 00:00:00,45.2,124,Slightly unhealthy
5,2023:07:02 00:00:00,36.2,102,Slightly unhealthy
1,2023:07:02 00:00:00,50.6,138,Slightly unhealthy
2,2023:07:02 00:00:00,50.8,138,Slightly unhealthy
3,2023:07:02 00:00:00,40.4,112,Slightly unhealthy
4,2023:07:02 00:00:00,44.2,122,Slightly unhealthy
5,2023:07:02 00:00:00,366.0,408,Extremely hazardous
1,2023:07:02 00:00:00,50.6,138,Slightly unhealthy
2,2023:07:02 00:00:00,47.8,131,Slightly unhealthy
3,2023:07:02 00:00:00,9.1,38,Good
4,2023:07:02 00:00:00,45.0,124,Slightly unhealthy
5,2023:07:02 00:00:00,212.9,262,Very unhealthy
1,2023:07:02 00:00:00,50.7,138,Slightly unhealthy
2,2023:07:02 00:00:00,37.0,104,Slightly unhealthy
3,2023:07:02 00:00:00,36.5,102,Slightly unhealthy
4,2023:07:02 00:00:00,38.5,108,Slightly unhealthy
5,2023:07:02 00:00:00,36.3,102,Slightly unhealthy
1,2023:07:02 00:00:00,48.4,132,Slightly unhealthy
2,2023:07:02 00:00:00,44.5,122,Slightly unhealthy
3,2023:07:02 00:00:00,200.9,250,Very unhealthy
4,2023:07:02 00:00:00,41.4,115,Slightly unhealthy
5,2023:07:02 00:00:00,286.8,336,Hazardous
1,2023:07:02 00:00:00,9.0,38,Good
2,2023:07:02 00:00:00,54.7,148,Slightly unhealthy
3,2023:07:02 00:00:00,45.8,126,Slightly unhealthy
4,2023:07:02 00:00:00,246.8,296,Very unhealthy
5,2023:07:02 00:00:00,36.8,103,Slightly unhealthy
1,2023:07:02 00:00:00,39.5,110,Slightly unhealthy
2,2023:07:02 00:00:00,48.2,132,Slightly unhealthy
3,2023:07:02 00:00:00,38.7,108,Slightly unhealthy
4,2023:07:02 00:00:00,11.4,48,Good
5,2023:07:02 00:00:00,47.2,129,Slightly unhealthy
1,2023:07:02 00:00:00,42.8,118,Slightly unhealthy
2,2023:07:02 00:00:00,40.0,111,Slightly unhealthy
3,2023:07:02 00:00:00,48.8,133,Slightly unhealthy
4,2023:07:02 00:00:00,51.1,139,Slightly unhealthy
5,2023:07:02 00:00:00,42.4,117,Slightly unhealthy
1,2023:07:02 00:00:00,143.2,196,Unhealthy
2,2023:07:02 00:00:00,36.0,101,Slightly unhealthy
3,2023:07:02 00:00:00,47.3,130,Slightly unhealthy
4,2023:07:02 00:00:00,6.3,26,Good
5,2023:07:02 00:00:00,52.4,142,Slightly unhealthy
1,2023:07:02 00:00:00,468.0,459,Extremely hazardous
2,2023:07:02 00:00:00,53.9,146,Slightly unhealthy
3,2023:07:02 00:00:00,44.3,122,Slightly unhealthy
4,2023:07:02 00:00:00,5.8,24,Good
5,2023:07:02 00:00:00,44.6,123,Slightly unhealthy
1,2023:07:02 00:00:00,45.1,124,Slightly unhealthy
2,2023:07:02 00:00:00,45.5,125,Slightly unhealthy
3,2023:07:02 00:00:00,35.8,101,Slightly unhealthy
4,2023:07:02 00:00:00,53.4,145,Slightly unhealthy
5,2023:07:02 00:00:00,218.3,268,Very unhealthy
1,2023:07:02 00:00:00,448.4,449,Extremely hazardous
2,2023:07:02 00:00:00,7.7,32,Good
3,2023:07:02 00:00:00,45.5,125,Slightly unhealthy
4,2023:07:02 00:00:00,41.9,116,Slightly unhealthy
5,2023:07:02 00:00:00,47.3,130,Slightly unhealthy
1,2023:07:02 00:00:00,50.0,136,Slightly unhealthy
2,2023:07:02 00:00:00,191.8,241,Very unhealthy
3,2023:07:02 00:00:00,42.6,118,Slightly unhealthy
4,2023:07:02 00:00:00,508.6,479,Extremely hazardous
5,2023:07:02 00:00:00,54.4,147,Slightly unhealthy
1,2023:07:02 00:00:00,49.8,136,Slightly unhealthy
2,2023:07:02 00:00:00,36.3,102,Slightly unhealthy
3,2023:07:02 00:00:00,409.3,429,Extremely hazardous
4,2023:07:02 00:00:00,37.0,104,Slightly unhealthy
5,2023:07:02 00:00:00,217.7,267,Very unhealthy
1,2023:07:02 00:00:00,442.1,446,Extremely hazardous
2,2023:07:02 00:00:00,474.2,462,Extremely hazardous
3,2023:07:02 00:00:00,43.9,121,Slightly unhealthy
4,2023:07:02 00:00:00,44.7,123,Slightly unhealthy
5,2023:07:02 00:00:00,177.4,227,Very unhealthy
1,2023:07:02 00:00:00,239.3,289,Very unhealthy
2,2023:07:02 00:00:00,210.4,260,Very unhealthy
3,2023:07:02 00:00:00,11.8,49,Good
4,2023:07:02 00:00:00,52.4,142,Slightly unhealthy
5,2023:07:02 00:00:00,7.5,31,Good
1,2023:07:02 00:00:00,53.3,144,Slightly unhealthy
2,2023:07:02 00:00:00,47.6,130,Slightly unhealthy
3,2023:07:02 00:00:00,54.4,147,Slightly unhealthy
4,2023:07:02 00:00:00,49.9,136,Slightly unhealthy
5,2023:07:02 00:00:00,46.6,128,Slightly unhealthy
1,2023:07:02 00:00:00,46.2,127,Slightly unhealthy
2,2023:07:02 00:00:00,48.6,133,Slightly unhealthy
3,2023:07:02 00:00:00,42.4,117,Slightly unhealthy
4,2023:07:02 00:00:00,40.9,114,Slightly unhealthy
5,2023:07:02 00:00:00,37.7,106,Slightly unhealthy
1,2023:07:02 00:00:00,489.1,469,Extremely hazardous
2,2023:07:02 00:00:00,36.7,103,Slightly unhealthy
3,2023:07:02 00:00:00,40.1,112,Slightly unhealthy
4,2023:07:02 00:00:00,52.5,142,Slightly unhealthy
5,2023:07:02 00:00:00,55.3,150,Slightly unhealthy
1,2023:07:02 00:00:00,40.0,111,Slightly unhealthy
2,2023:07:02 00:00:00,36.6,103,Slightly unhealthy
3,2023:07:02 00:00:00,52.4,142,Slightly unhealthy
4,2023:07:02 00:00:00,213.9,263,Very unhealthy
5,2023:07:02 00:00:00,36.4,102,Slightly unhealthy
1,2023:07:02 00:00:00,12.9,52,Moderate
2,2023:07:02 00:00:00,37.3,104,Slightly unhealthy
3,2023:07:02 00:00:00,38.8,108,Slightly unhealthy
4,2023:07:02 00:00:00,44.8,123,Slightly unhealthy
5,2023:07:02 00:00:00,42.2,117,Slightly unhealthy
1,2023:07:02 00:00:00,43.9,121,Slightly unhealthy
2,2023:07:02 00:00:00,51.7,140,Slightly unhealthy
3,2023:07:02 00:00:00,54.8,148,Slightly unhealthy
4,2023:07:02 00:00:00,53.2,144,Slightly unhealthy
5,2023:07:02 00:00:00,55.4,150,Slightly unhealthy
1,2023:07:02 00:00:00,549.3,499,Extremely hazardous
2,2023:07:02 00:00:00,37.6,105,Slightly unhealthy
3,2023:07:02 00:00:00,365.6,408,Extremely hazardous
4,2023:07:02 00:00:00,48.7,133,Slightly unhealthy
5,2023:07:02 00:00:00,9.8,41,Good
1,2023:07:02 00:00:00,48.3,132,Slightly unhealthy
2,2023:07:02 00:00:00,36.1,102,Slightly unhealthy
3,2023:07:02 00:00:00,220.9,270,Very unhealthy
4,2023:07:02 00:00:00,50.4,137,Slightly unhealthy
5,2023:07:02 00:00:00,49.8,136,Slightly unhealthy
1,2023:07:02 00:00:00,53.5,145,Slightly unhealthy
2,2023:07:02 00:00:00,45.5,125,Slightly unhealthy
3,2023:07:02 00:00:00,12.1,50,Moderate
4,2023:07:02 00:00:00,43.6,120,Slightly unhealthy
5,2023:07:02 00:00:00,52.6,143,Slightly unhealthy
1,2023:07:02 00:00:00,54.8,148,Slightly unhealthy
2,2023:07:02 00:00:00,55.3,150,Slightly unhealthy
3,2023:07:02 00:00:00,47.6,130,Slightly unhealthy
4,2023:07:02 00:00:00,223.0,272,Very unhealthy
5,2023:07:02 00:00:00,38.9,108,Slightly unhealthy
1,2023:07:02 00:00:00,39.7,110,Slightly unhealthy
2,2023:07:02 00:00:00,51.2,139,Slightly unhealthy
3,2023:07:02 00:00:00,44.5,122,Slightly unhealthy
4,2023:07:02 00:00:00,48.4,132,Slightly unhealthy
5,2023:07:02 00:00:00,188.4,238,Very unhealthy
1,2023:07:02 00:00:00,43.6,120,Slightly unhealthy
2,2023:07:02 00:00:00,51.3,140,Slightly unhealthy
3,2023:07:02 00:00:00,38.1,106,Slightly unhealthy
4,2023:07:02 00:00:00,218.9,268,Very unhealthy
5,2023:07:02 00:00:00,357.4,403,Extremely hazardous
1,2023:07:02 00:00:00,44.9,124,Slightly unhealthy
2,2023:07:02 00:00:00,44.1,122,Slightly unhealthy
3,2023:07:02 00:00:00,5.4,22,Good
4,2023:07:02 00:00:00,43.9,121,Slightly unhealthy
5,2023:07:02 00:00:00,39.6,110,Slightly unhealthy
1,2023:07:02 00:00:00,49.3,134,Slightly unhealthy
2,2023:07:02 00:00:00,48.9,134,Slightly unhealthy
3,2023:07:02 00:00:00,49.0,134,Slightly unhealthy
4,2023:07:02 00:00:00,55.4,150,Slightly unhealthy
5,2023:07:02 00:00:00,48.7,133,Slightly unhealthy
1,2023:07:02 00:00:00,35.9,101,Slightly unhealthy
2,2023:07:02 00:00:00,328.5,378,Hazardous
3,2023:07:02 00:00:00,41.4,115,Slightly unhealthy
4,2023:07:02 00:00:00,39.7,110,Slightly unhealthy
5,2023:07:02 00:00:00,44.3,122,Slightly unhealthy
1,2023:07:02 00:00:00,47.7,130,Slightly unhealthy
2,2023:07:02 00:00:00,51.8,141,Slightly unhealthy
3,2023:07:02 00:00:00,521.0,485,Extremely hazardous
4,2023:07:02 00:00:00,216.6,266,Very unhealthy
5,2023:07:02 00:00:00,6.5,27,Good
1,2023:07:02 00:00:00,181.8,231,Very unhealthy
2,2023:07:02 00:00:00,55.5,150,Unhealthy
3,2023:07:02 00:00:00,36.2,102,Slightly unhealthy
4,2023:07:02 00:00:00,52.2,142,Slightly unhealthy
5,2023:07:02 00:00:00,232.3,282,Very unhealthy
1,2023:07:02 00:00:00,47.3,130,Slightly unhealthy
2,2023:07:02 00:00:00,49.4,135,Slightly unhealthy
3,2023:07:02 00:00:00,36.6,103,Slightly unhealthy
4,2023:07:02 00:00:00,10.0,42,Good
5,2023:07:02 00:00:00,45.8,126,Slightly unhealthy
1,2023:07:02 00:00:00,501.7,476,Extremely hazardous
2,2023:07:02 00:00:00,36.4,102,Slightly unhealthy
3,2023:07:02 00:00:00,362.8,406,Extremely hazardous
4,2023:07:02 00:00:00,51.9,141,Slightly unhealthy
5,2023:07:02 00:00:00,9.0,38,Good
1,2023:07:02 00:00:00,535.2,492,Extremely hazardous
2,2023:07:02 00:00:00,45.9,126,Slightly unhealthy
3,2023:07:02 00:00:00,39.1,109,Slightly unhealthy
4,2023:07:02 00:00:00,35.6,100,Slightly unhealthy
5,2023:07:02 00:00:00,53.7,146,Slightly unhealthy
1,2023:07:02 00:00:00,53.0,144,Slightly unhealthy
2,2023:07:02 00:00:00,37.6,105,Slightly unhealthy
3,2023:07:02 00:00:00,38.8,108,Slightly unhealthy
4,2023:07:02 00:00:00,53.5,145,Slightly unhealthy
5,2023:07:02 00:00:00,54.2,147,Slightly unhealthy
1,2023:07:02 00:00:00,204.4,254,Very unhealthy
2,2023:07:02 00:00:00,163.4,213,Very unhealthy
3,2023:07:02 00:00:00,52.1,142,Slightly unhealthy
4,2023:07:02 00:00:00,53.3,144,Slightly unhealthy
5,2023:07:02 00:00:00,50.5,138,Slightly unhealthy
1,2023:07:02 00:00:00,46.9,128,Slightly unhealthy
2,2023:07:02 00:00:00,165.7,215,Very unhealthy
3,2023:07:02 00:00:00,44.9,124,Slightly unhealthy
4,2023:07:02 00:00:00,36.3,102,Slightly unhealthy
5,2023:07:02 00:00:00,41.4,115,Slightly unhealthy
1,2023:07:02 00:00:00,38.5,108,Slightly unhealthy
2,2023:07:02 00:00:00,40.9,114,Slightly unhealthy
3,2023:07:02 00:00:00,51.1,139,Slightly unhealthy
4,2023:07:02 00:00:00,53.4,145,Slightly unhealthy
5,2023:07:02 00:00:00,168.1,218,Very unhealthy
1,2023:07:02 00:00:00,364.5,407,Extremely hazardous
2,2023:07:02 00:00:00,51.9,141,Slightly unhealthy
3,2023:07:02 00:00:00,53.0,144,Slightly unhealthy
4,2023:07:02 00:00:00,44.9,124,Slightly unhealthy
5,2023:07:02 00:00:00,42.9,118,Slightly unhealthy
1,2023:07:02 00:00:00,546.8,498,Extremely hazardous
2,2023:07:02 00:00:00,356.0,403,Extremely hazardous
3,2023:07:02 00:00:00,44.4,122,Slightly unhealthy
4,2023:07:02 00:00:00,43.6,120,Slightly unhealthy
5,2023:07:02 00:00:00,46.1,126,Slightly unhealthy
1,2023:07:02 00:00:00,246.0,296,Very unhealthy
2,2023:07:02 00:00:00,36.8,103,Slightly unhealthy
3,2023:07:02 00:00:00,50.2,137,Slightly unhealthy
4,2023:07:02 00:00:00,22.4,72,Moderate
5,2023:07:02 00:00:00,44.6,123,Slightly unhealthy
1,2023:07:02 00:00:00,10.0,42,Good
2,2023:07:02 00:00:00,49.6,135,Slightly unhealthy
3,2023:07:02 00:00:00,47.8,131,Slightly unhealthy
4,2023:07:02 00:00:00,47.1,129,Slightly unhealthy
5,2023:07:02 00:00:00,10.1,42,Good
1,2023:07:02 00:00:00,54.2,147,Slightly unhealthy
2,2023:07:02 00:00:00,11.0,46,Good
3,2023:07:02 00:00:00,44.8,123,Slightly unhealthy
4,2023:07:02 00:00:00,501.9,476,Extremely hazardous
5,2023:07:02 00:00:00,169.3,219,Very unhealthy
1,2023:07:02 00:00:00,53.5,145,Slightly unhealthy
2,2023:07:02 00:00:00,42.0,116,Slightly unhealthy
3,2023:07:02 00:00:00,53.4,145,Slightly unhealthy
4,2023:07:02 00:00:00,36.1,102,Slightly unhealthy
5,2023:07:02 00:00:00,45.8,126,Slightly unhealthy
1,2023:07:02 00:00:00,54.0,146,Slightly unhealthy
2,2023:07:02 00:00:00,36.4,102,Slightly unhealthy
